"level0","level1","level2","level3","Ethnic group (grouped total responses)(1)","count"
"Female","55–59 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",108
"Male","60–64 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",90
"Female","60–64 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",90
"Male","65–69 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",66
"Female","65–69 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",66
"Male","70–74 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",33
"Female","70–74 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",45
"Male","75–79 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",27
"Female","75–79 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",24
"Male","80–84 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",18
"Female","80–84 Years","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",15
"Male","85 Years And Over","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",12
"Female","85 Years And Over","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",15
"Male","18 Years And Over","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",2211
"Female","18 Years And Over","Auckland Central","North Island general electorates","Not Elsewhere Included(4)",2220
"Male","0–4 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",90
"Female","0–4 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",96
"Male","5–9 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",90
"Female","5–9 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",93
"Male","10–14 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",99
"Female","10–14 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",120
"Male","15–19 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",99
"Female","15–19 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",105
"Male","20–24 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",90
"Female","20–24 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",111
"Male","25–29 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",93
"Female","25–29 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",96
"Male","30–34 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",105
"Female","30–34 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",84
"Male","35–39 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",111
"Female","35–39 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",90
"Male","40–44 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",105
"Female","40–44 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",99
"Male","45–49 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",108
"Female","45–49 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",108
"Male","50–54 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",111
"Female","50–54 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",117
"Male","55–59 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",87
"Female","55–59 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",105
"Male","60–64 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",90
"Female","60–64 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",78
"Male","65–69 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",66
"Female","65–69 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",72
"Male","70–74 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",60
"Female","70–74 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",63
"Male","75–79 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",24
"Female","75–79 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",36
"Male","80–84 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",21
"Female","80–84 Years","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",24
"Male","85 Years And Over","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",12
"Female","85 Years And Over","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",12
"Male","18 Years And Over","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",1122
"Female","18 Years And Over","Bay of Plenty","North Island general electorates","Not Elsewhere Included(4)",1128
"Male","0–4 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",81
"Female","0–4 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",93
"Male","5–9 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",87
"Female","5–9 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",93
"Male","10–14 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",72
"Female","10–14 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",96
"Male","15–19 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",108
"Female","15–19 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",90
"Male","20–24 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",81
"Female","20–24 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",108
"Male","25–29 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",93
"Female","25–29 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",111
"Male","30–34 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",81
"Female","30–34 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",108
"Male","35–39 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",90
"Female","35–39 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",72
"Male","40–44 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",75
"Female","40–44 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",84
"Male","45–49 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",93
"Female","45–49 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",87
"Male","50–54 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",90
"Female","50–54 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",99
"Male","55–59 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",72
"Female","55–59 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",72
"Male","60–64 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",66
"Female","60–64 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",51
"Male","65–69 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",51
"Female","65–69 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",42
"Male","70–74 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",30
"Female","70–74 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",18
"Male","75–79 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",12
"Female","75–79 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",18
"Male","80–84 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",9
"Female","80–84 Years","Botany","North Island general electorates","Not Elsewhere Included(4)",12
"Male","85 Years And Over","Botany","North Island general electorates","Not Elsewhere Included(4)",6
"Female","85 Years And Over","Botany","North Island general electorates","Not Elsewhere Included(4)",6
"Male","18 Years And Over","Botany","North Island general electorates","Not Elsewhere Included(4)",903
"Female","18 Years And Over","Botany","North Island general electorates","Not Elsewhere Included(4)",927
"Male","0–4 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",72
"Female","0–4 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",75
"Male","5–9 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",69
"Female","5–9 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",72
"Male","10–14 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",69
"Female","10–14 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",81
"Male","15–19 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",90
"Female","15–19 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",75
"Male","20–24 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",102
"Female","20–24 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",81
"Male","25–29 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",78
"Female","25–29 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",78
"Male","30–34 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",60
"Female","30–34 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",69
"Male","35–39 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",96
"Female","35–39 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",69
"Male","40–44 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",96
"Female","40–44 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",105
"Male","45–49 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",120
"Female","45–49 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",126
"Male","50–54 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",132
"Female","50–54 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",111
"Male","55–59 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",99
"Female","55–59 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",105
"Male","60–64 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",123
"Female","60–64 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",108
"Male","65–69 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",93
"Female","65–69 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",102
"Male","70–74 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",78
"Female","70–74 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",63
"Male","75–79 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",45
"Female","75–79 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",48
"Male","80–84 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",30
"Female","80–84 Years","Coromandel","North Island general electorates","Not Elsewhere Included(4)",39
"Male","85 Years And Over","Coromandel","North Island general electorates","Not Elsewhere Included(4)",18
"Female","85 Years And Over","Coromandel","North Island general electorates","Not Elsewhere Included(4)",30
"Male","18 Years And Over","Coromandel","North Island general electorates","Not Elsewhere Included(4)",1206
"Female","18 Years And Over","Coromandel","North Island general electorates","Not Elsewhere Included(4)",1158
"Male","0–4 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",339
"Female","0–4 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",336
"Male","5–9 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",363
"Female","5–9 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",342
"Male","10–14 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",297
"Female","10–14 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",300
"Male","15–19 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",303
"Female","15–19 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",294
"Male","20–24 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",282
"Female","20–24 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",294
"Male","25–29 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",240
"Female","25–29 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",228
"Male","30–34 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",228
"Female","30–34 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",234
"Male","35–39 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",240
"Female","35–39 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",222
"Male","40–44 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",282
"Female","40–44 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",276
"Male","45–49 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",252
"Female","45–49 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",237
"Male","50–54 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",267
"Female","50–54 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",270
"Male","55–59 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",249
"Female","55–59 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",231
"Male","60–64 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",210
"Female","60–64 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",201
"Male","65–69 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",174
"Female","65–69 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",177
"Male","70–74 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",111
"Female","70–74 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",126
"Male","75–79 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",96
"Female","75–79 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",102
"Male","80–84 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",78
"Female","80–84 Years","East Coast","North Island general electorates","Not Elsewhere Included(4)",60
"Male","85 Years And Over","East Coast","North Island general electorates","Not Elsewhere Included(4)",39
"Female","85 Years And Over","East Coast","North Island general electorates","Not Elsewhere Included(4)",51
"Male","18 Years And Over","East Coast","North Island general electorates","Not Elsewhere Included(4)",2853
"Female","18 Years And Over","East Coast","North Island general electorates","Not Elsewhere Included(4)",2808
"Male","0–4 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",75
"Female","0–4 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",75
"Male","5–9 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",63
"Female","5–9 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",75
"Male","10–14 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",60
"Female","10–14 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",87
"Male","15–19 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",132
"Female","15–19 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",114
"Male","20–24 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",123
"Female","20–24 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",141
"Male","25–29 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",108
"Female","25–29 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",93
"Male","30–34 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",78
"Female","30–34 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",105
"Male","35–39 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",84
"Female","35–39 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",69
"Male","40–44 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",102
"Female","40–44 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",99
"Male","45–49 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",102
"Female","45–49 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",99
"Male","50–54 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",99
"Female","50–54 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",84
"Male","55–59 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",81
"Female","55–59 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",78
"Male","60–64 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",78
"Female","60–64 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",60
"Male","65–69 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",51
"Female","65–69 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",60
"Male","70–74 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",33
"Female","70–74 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",45
"Male","75–79 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",30
"Female","75–79 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",24
"Male","80–84 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",18
"Female","80–84 Years","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",30
"Male","85 Years And Over","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",27
"Female","85 Years And Over","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",51
"Male","18 Years And Over","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",1068
"Female","18 Years And Over","East Coast Bays","North Island general electorates","Not Elsewhere Included(4)",1086
"Male","0–4 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",45
"Female","0–4 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",54
"Male","5–9 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",78
"Female","5–9 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",93
"Male","10–14 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",111
"Female","10–14 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",111
"Male","15–19 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",129
"Female","15–19 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",126
"Male","20–24 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",213
"Female","20–24 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",162
"Male","25–29 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",165
"Female","25–29 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",150
"Male","30–34 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",120
"Female","30–34 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",102
"Male","35–39 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",75
"Female","35–39 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",87
"Male","40–44 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",120
"Female","40–44 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",111
"Male","45–49 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",117
"Female","45–49 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",129
"Male","50–54 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",126
"Female","50–54 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",105
"Male","55–59 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",81
"Female","55–59 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",78
"Male","60–64 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",75
"Female","60–64 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",81
"Male","65–69 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",60
"Female","65–69 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",60
"Male","70–74 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",42
"Female","70–74 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",33
"Male","75–79 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",21
"Female","75–79 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",24
"Male","80–84 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",18
"Female","80–84 Years","Epsom","North Island general electorates","Not Elsewhere Included(4)",30
"Male","85 Years And Over","Epsom","North Island general electorates","Not Elsewhere Included(4)",21
"Female","85 Years And Over","Epsom","North Island general electorates","Not Elsewhere Included(4)",45
"Male","18 Years And Over","Epsom","North Island general electorates","Not Elsewhere Included(4)",1314
"Female","18 Years And Over","Epsom","North Island general electorates","Not Elsewhere Included(4)",1251
"Male","0–4 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",120
"Female","0–4 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",123
"Male","5–9 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",105
"Female","5–9 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",117
"Male","10–14 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",123
"Female","10–14 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",114
"Male","15–19 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",210
"Female","15–19 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",192
"Male","20–24 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",264
"Female","20–24 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",243
"Male","25–29 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",162
"Female","25–29 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",153
"Male","30–34 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",135
"Female","30–34 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",135
"Male","35–39 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",99
"Female","35–39 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",93
"Male","40–44 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",111
"Female","40–44 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",108
"Male","45–49 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",90
"Female","45–49 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",93
"Male","50–54 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",96
"Female","50–54 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",105
"Male","55–59 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",90
"Female","55–59 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",75
"Male","60–64 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",81
"Female","60–64 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",72
"Male","65–69 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",51
"Female","65–69 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",66
"Male","70–74 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",33
"Female","70–74 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",51
"Male","75–79 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",48
"Female","75–79 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",42
"Male","80–84 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",39
"Female","80–84 Years","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",36
"Male","85 Years And Over","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",33
"Female","85 Years And Over","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",45
"Male","18 Years And Over","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",1446
"Female","18 Years And Over","Hamilton East","North Island general electorates","Not Elsewhere Included(4)",1443
"Male","0–4 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",159
"Female","0–4 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",144
"Male","5–9 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",102
"Female","5–9 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",126
"Male","10–14 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",129
"Female","10–14 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",105
"Male","15–19 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",150
"Female","15–19 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",132
"Male","20–24 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",207
"Female","20–24 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",216
"Male","25–29 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",177
"Female","25–29 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",189
"Male","30–34 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",156
"Female","30–34 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",135
"Male","35–39 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",117
"Female","35–39 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",111
"Male","40–44 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",117
"Female","40–44 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",114
"Male","45–49 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",105
"Female","45–49 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",105
"Male","50–54 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",99
"Female","50–54 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",93
"Male","55–59 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",81
"Female","55–59 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",75
"Male","60–64 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",75
"Female","60–64 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",78
"Male","65–69 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",51
"Female","65–69 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",51
"Male","70–74 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",39
"Female","70–74 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",39
"Male","75–79 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",30
"Female","75–79 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",39
"Male","80–84 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",30
"Female","80–84 Years","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",27
"Male","85 Years And Over","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",21
"Female","85 Years And Over","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",18
"Male","18 Years And Over","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",1371
"Female","18 Years And Over","Hamilton West","North Island general electorates","Not Elsewhere Included(4)",1353
"Male","0–4 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",108
"Female","0–4 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",102
"Male","5–9 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",108
"Female","5–9 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",108
"Male","10–14 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",114
"Female","10–14 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",123
"Male","15–19 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",162
"Female","15–19 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",117
"Male","20–24 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",204
"Female","20–24 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",135
"Male","25–29 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",159
"Female","25–29 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",114
"Male","30–34 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",165
"Female","30–34 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",126
"Male","35–39 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",174
"Female","35–39 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",123
"Male","40–44 Years","Helensville","North Island general electorates","Not Elsewhere Included(4)",216
