"level0","level1","level2","level3","Cigarette smoking behaviour","count"
"Male","20–24 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",186
"Female","20–24 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",165
"Male","25–29 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",159
"Female","25–29 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",153
"Male","30–34 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",129
"Female","30–34 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",132
"Male","35–39 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",138
"Female","35–39 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",177
"Male","40–44 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",210
"Female","40–44 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",210
"Male","45–49 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",186
"Female","45–49 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",225
"Male","50–54 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",183
"Female","50–54 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",180
"Male","55–59 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",141
"Female","55–59 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",147
"Male","60–64 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",147
"Female","60–64 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",150
"Male","65–69 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",132
"Female","65–69 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",117
"Male","70–74 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",99
"Female","70–74 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",102
"Male","75–79 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",72
"Female","75–79 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",72
"Male","80–84 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",45
"Female","80–84 Years","Hunua","North Island general electorates","Not Elsewhere Included(2)",72
"Male","85 Years And Over","Hunua","North Island general electorates","Not Elsewhere Included(2)",51
"Female","85 Years And Over","Hunua","North Island general electorates","Not Elsewhere Included(2)",72
"Male","15–19 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",216
"Female","15–19 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",204
"Male","20–24 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",222
"Female","20–24 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",204
"Male","25–29 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",159
"Female","25–29 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",165
"Male","30–34 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",162
"Female","30–34 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",192
"Male","35–39 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",180
"Female","35–39 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",180
"Male","40–44 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",171
"Female","40–44 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",201
"Male","45–49 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",171
"Female","45–49 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",198
"Male","50–54 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",189
"Female","50–54 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",201
"Male","55–59 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",174
"Female","55–59 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",156
"Male","60–64 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",141
"Female","60–64 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",138
"Male","65–69 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",117
"Female","65–69 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",123
"Male","70–74 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",87
"Female","70–74 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",99
"Male","75–79 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",57
"Female","75–79 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",75
"Male","80–84 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",39
"Female","80–84 Years","Hutt South","North Island general electorates","Not Elsewhere Included(2)",57
"Male","85 Years And Over","Hutt South","North Island general electorates","Not Elsewhere Included(2)",33
"Female","85 Years And Over","Hutt South","North Island general electorates","Not Elsewhere Included(2)",57
"Male","15–19 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",282
"Female","15–19 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",306
"Male","20–24 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",312
"Female","20–24 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",279
"Male","25–29 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",276
"Female","25–29 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",255
"Male","30–34 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",237
"Female","30–34 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",273
"Male","35–39 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",219
"Female","35–39 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",222
"Male","40–44 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",243
"Female","40–44 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",243
"Male","45–49 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",204
"Female","45–49 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",252
"Male","50–54 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",222
"Female","50–54 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",243
"Male","55–59 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",165
"Female","55–59 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",180
"Male","60–64 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",114
"Female","60–64 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",147
"Male","65–69 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",120
"Female","65–69 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",114
"Male","70–74 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",72
"Female","70–74 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",105
"Male","75–79 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",48
"Female","75–79 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",63
"Male","80–84 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",39
"Female","80–84 Years","Kelston","North Island general electorates","Not Elsewhere Included(2)",45
"Male","85 Years And Over","Kelston","North Island general electorates","Not Elsewhere Included(2)",27
"Female","85 Years And Over","Kelston","North Island general electorates","Not Elsewhere Included(2)",57
"Male","15–19 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",279
"Female","15–19 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",267
"Male","20–24 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",252
"Female","20–24 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",234
"Male","25–29 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",171
"Female","25–29 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",177
"Male","30–34 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",189
"Female","30–34 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",186
"Male","35–39 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",186
"Female","35–39 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",219
"Male","40–44 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",234
"Female","40–44 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",219
"Male","45–49 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",225
"Female","45–49 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",222
"Male","50–54 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",222
"Female","50–54 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",228
"Male","55–59 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",213
"Female","55–59 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",186
"Male","60–64 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",144
"Female","60–64 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",165
"Male","65–69 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",108
"Female","65–69 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",120
"Male","70–74 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",93
"Female","70–74 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",99
"Male","75–79 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",66
"Female","75–79 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",69
"Male","80–84 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",39
"Female","80–84 Years","Mana","North Island general electorates","Not Elsewhere Included(2)",90
"Male","85 Years And Over","Mana","North Island general electorates","Not Elsewhere Included(2)",54
"Female","85 Years And Over","Mana","North Island general electorates","Not Elsewhere Included(2)",114
"Male","15–19 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",492
"Female","15–19 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",477
"Male","20–24 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",414
"Female","20–24 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",342
"Male","25–29 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",336
"Female","25–29 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",339
"Male","30–34 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",291
"Female","30–34 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",303
"Male","35–39 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",282
"Female","35–39 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",279
"Male","40–44 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",315
"Female","40–44 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",354
"Male","45–49 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",294
"Female","45–49 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",294
"Male","50–54 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",249
"Female","50–54 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",261
"Male","55–59 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",222
"Female","55–59 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",237
"Male","60–64 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",177
"Female","60–64 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",222
"Male","65–69 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",126
"Female","65–69 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",150
"Male","70–74 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",105
"Female","70–74 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",108
"Male","75–79 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",84
"Female","75–79 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",72
"Male","80–84 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",27
"Female","80–84 Years","Mangere","North Island general electorates","Not Elsewhere Included(2)",45
"Male","85 Years And Over","Mangere","North Island general electorates","Not Elsewhere Included(2)",21
"Female","85 Years And Over","Mangere","North Island general electorates","Not Elsewhere Included(2)",30
"Male","15–19 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",462
"Female","15–19 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",387
"Male","20–24 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",399
"Female","20–24 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",345
"Male","25–29 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",270
"Female","25–29 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",297
"Male","30–34 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",261
"Female","30–34 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",291
"Male","35–39 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",261
"Female","35–39 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",282
"Male","40–44 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",273
"Female","40–44 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",279
"Male","45–49 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",285
"Female","45–49 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",270
"Male","50–54 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",240
"Female","50–54 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",279
"Male","55–59 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",180
"Female","55–59 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",207
"Male","60–64 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",186
"Female","60–64 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",189
"Male","65–69 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",111
"Female","65–69 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",150
"Male","70–74 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",87
"Female","70–74 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",111
"Male","75–79 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",60
"Female","75–79 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",84
"Male","80–84 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",39
"Female","80–84 Years","Manukau East","North Island general electorates","Not Elsewhere Included(2)",54
"Male","85 Years And Over","Manukau East","North Island general electorates","Not Elsewhere Included(2)",36
"Female","85 Years And Over","Manukau East","North Island general electorates","Not Elsewhere Included(2)",48
"Male","15–19 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",516
"Female","15–19 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",483
"Male","20–24 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",480
"Female","20–24 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",456
"Male","25–29 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",408
"Female","25–29 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",372
"Male","30–34 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",303
"Female","30–34 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",330
"Male","35–39 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",315
"Female","35–39 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",318
"Male","40–44 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",333
"Female","40–44 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",327
"Male","45–49 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",282
"Female","45–49 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",348
"Male","50–54 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",309
"Female","50–54 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",324
"Male","55–59 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",216
"Female","55–59 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",255
"Male","60–64 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",177
"Female","60–64 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",231
"Male","65–69 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",144
"Female","65–69 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",171
"Male","70–74 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",105
"Female","70–74 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",102
"Male","75–79 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",57
"Female","75–79 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",69
"Male","80–84 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",51
"Female","80–84 Years","Manurewa","North Island general electorates","Not Elsewhere Included(2)",45
"Male","85 Years And Over","Manurewa","North Island general electorates","Not Elsewhere Included(2)",36
"Female","85 Years And Over","Manurewa","North Island general electorates","Not Elsewhere Included(2)",66
"Male","15–19 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",249
"Female","15–19 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",279
"Male","20–24 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",339
"Female","20–24 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",321
"Male","25–29 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",345
"Female","25–29 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",315
"Male","30–34 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",303
"Female","30–34 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",282
"Male","35–39 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",279
"Female","35–39 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",237
"Male","40–44 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",243
"Female","40–44 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",246
"Male","45–49 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",228
"Female","45–49 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",237
"Male","50–54 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",240
"Female","50–54 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",225
"Male","55–59 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",180
"Female","55–59 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",195
"Male","60–64 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",174
"Female","60–64 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",198
"Male","65–69 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",117
"Female","65–69 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",135
"Male","70–74 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",90
"Female","70–74 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",117
"Male","75–79 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",60
"Female","75–79 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",63
"Male","80–84 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",45
"Female","80–84 Years","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",54
"Male","85 Years And Over","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",54
"Female","85 Years And Over","Maungakiekie","North Island general electorates","Not Elsewhere Included(2)",123
"Male","15–19 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",171
"Female","15–19 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",144
"Male","20–24 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",312
"Female","20–24 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",300
"Male","25–29 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",297
"Female","25–29 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",318
"Male","30–34 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",264
"Female","30–34 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",264
"Male","35–39 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",210
"Female","35–39 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",207
"Male","40–44 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",195
"Female","40–44 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",186
"Male","45–49 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",171
"Female","45–49 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",168
"Male","50–54 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",156
"Female","50–54 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",147
"Male","55–59 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",138
"Female","55–59 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",147
"Male","60–64 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",117
"Female","60–64 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",123
"Male","65–69 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",72
"Female","65–69 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",87
"Male","70–74 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",51
"Female","70–74 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",66
"Male","75–79 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",42
"Female","75–79 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",48
"Male","80–84 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",33
"Female","80–84 Years","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",48
"Male","85 Years And Over","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",66
"Female","85 Years And Over","Mt Albert","North Island general electorates","Not Elsewhere Included(2)",156
"Male","15–19 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",228
"Female","15–19 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",201
"Male","20–24 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",255
"Female","20–24 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",246
"Male","25–29 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",213
"Female","25–29 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",207
"Male","30–34 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",186
"Female","30–34 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",204
"Male","35–39 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",165
"Female","35–39 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",165
"Male","40–44 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",150
"Female","40–44 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",180
"Male","45–49 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",168
"Female","45–49 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",204
"Male","50–54 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",156
"Female","50–54 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",174
"Male","55–59 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",129
"Female","55–59 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",168
"Male","60–64 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",135
"Female","60–64 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",108
"Male","65–69 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",75
"Female","65–69 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",102
"Male","70–74 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",63
"Female","70–74 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",87
"Male","75–79 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",51
"Female","75–79 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",45
"Male","80–84 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",36
"Female","80–84 Years","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",36
"Male","85 Years And Over","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",33
"Female","85 Years And Over","Mt Roskill","North Island general electorates","Not Elsewhere Included(2)",72
"Male","15–19 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",249
"Female","15–19 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",237
"Male","20–24 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",195
"Female","20–24 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",210
"Male","25–29 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",168
"Female","25–29 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",147
"Male","30–34 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",153
"Female","30–34 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",162
"Male","35–39 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",171
"Female","35–39 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",168
"Male","40–44 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",210
"Female","40–44 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",201
"Male","45–49 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",195
"Female","45–49 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",210
"Male","50–54 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",219
"Female","50–54 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",219
"Male","55–59 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",177
"Female","55–59 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",213
"Male","60–64 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",171
"Female","60–64 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",195
"Male","65–69 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",141
"Female","65–69 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",156
"Male","70–74 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",108
"Female","70–74 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",126
"Male","75–79 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",84
"Female","75–79 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",105
"Male","80–84 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",66
"Female","80–84 Years","Napier","North Island general electorates","Not Elsewhere Included(2)",81
"Male","85 Years And Over","Napier","North Island general electorates","Not Elsewhere Included(2)",45
"Female","85 Years And Over","Napier","North Island general electorates","Not Elsewhere Included(2)",81
"Male","15–19 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",234
"Female","15–19 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",180
"Male","20–24 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",213
"Female","20–24 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",234
"Male","25–29 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",237
"Female","25–29 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",228
"Male","30–34 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",225
"Female","30–34 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",204
"Male","35–39 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",177
"Female","35–39 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",183
"Male","40–44 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",198
"Female","40–44 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",234
"Male","45–49 Years","New Lynn","North Island general electorates","Not Elsewhere Included(2)",171
