"level0","level1","level2","Years at usual residence","count"
"Female","5–9 Years","Te Tai Tokerau","25–29 Years",0
"Male","10–14 Years","Te Tai Tokerau","25–29 Years",0
"Female","10–14 Years","Te Tai Tokerau","25–29 Years",0
"Male","15–19 Years","Te Tai Tokerau","25–29 Years",0
"Female","15–19 Years","Te Tai Tokerau","25–29 Years",0
"Male","20–24 Years","Te Tai Tokerau","25–29 Years",0
"Female","20–24 Years","Te Tai Tokerau","25–29 Years",0
"Male","25–29 Years","Te Tai Tokerau","25–29 Years",87
"Female","25–29 Years","Te Tai Tokerau","25–29 Years",87
"Male","30–34 Years","Te Tai Tokerau","25–29 Years",21
"Female","30–34 Years","Te Tai Tokerau","25–29 Years",21
"Male","35–39 Years","Te Tai Tokerau","25–29 Years",18
"Female","35–39 Years","Te Tai Tokerau","25–29 Years",9
"Male","40–44 Years","Te Tai Tokerau","25–29 Years",12
"Female","40–44 Years","Te Tai Tokerau","25–29 Years",27
"Male","45–49 Years","Te Tai Tokerau","25–29 Years",45
"Female","45–49 Years","Te Tai Tokerau","25–29 Years",72
"Male","50–54 Years","Te Tai Tokerau","25–29 Years",114
"Female","50–54 Years","Te Tai Tokerau","25–29 Years",171
"Male","55–59 Years","Te Tai Tokerau","25–29 Years",111
"Female","55–59 Years","Te Tai Tokerau","25–29 Years",138
"Male","60–64 Years","Te Tai Tokerau","25–29 Years",96
"Female","60–64 Years","Te Tai Tokerau","25–29 Years",105
"Male","65–69 Years","Te Tai Tokerau","25–29 Years",63
"Female","65–69 Years","Te Tai Tokerau","25–29 Years",75
"Male","70–74 Years","Te Tai Tokerau","25–29 Years",42
"Female","70–74 Years","Te Tai Tokerau","25–29 Years",51
"Male","75–79 Years","Te Tai Tokerau","25–29 Years",18
"Female","75–79 Years","Te Tai Tokerau","25–29 Years",36
"Male","80–84 Years","Te Tai Tokerau","25–29 Years",12
"Female","80–84 Years","Te Tai Tokerau","25–29 Years",18
"Male","85 Years And Over","Te Tai Tokerau","25–29 Years",9
"Female","85 Years And Over","Te Tai Tokerau","25–29 Years",12
"Male","0–4 Years","Te Tai Tonga","25–29 Years",0
"Female","0–4 Years","Te Tai Tonga","25–29 Years",0
"Male","5–9 Years","Te Tai Tonga","25–29 Years",0
"Female","5–9 Years","Te Tai Tonga","25–29 Years",0
"Male","10–14 Years","Te Tai Tonga","25–29 Years",0
"Female","10–14 Years","Te Tai Tonga","25–29 Years",0
"Male","15–19 Years","Te Tai Tonga","25–29 Years",0
"Female","15–19 Years","Te Tai Tonga","25–29 Years",0
"Male","20–24 Years","Te Tai Tonga","25–29 Years",0
"Female","20–24 Years","Te Tai Tonga","25–29 Years",0
"Male","25–29 Years","Te Tai Tonga","25–29 Years",51
"Female","25–29 Years","Te Tai Tonga","25–29 Years",54
"Male","30–34 Years","Te Tai Tonga","25–29 Years",21
"Female","30–34 Years","Te Tai Tonga","25–29 Years",21
"Male","35–39 Years","Te Tai Tonga","25–29 Years",15
"Female","35–39 Years","Te Tai Tonga","25–29 Years",6
"Male","40–44 Years","Te Tai Tonga","25–29 Years",15
"Female","40–44 Years","Te Tai Tonga","25–29 Years",12
"Male","45–49 Years","Te Tai Tonga","25–29 Years",36
"Female","45–49 Years","Te Tai Tonga","25–29 Years",96
"Male","50–54 Years","Te Tai Tonga","25–29 Years",120
"Female","50–54 Years","Te Tai Tonga","25–29 Years",159
"Male","55–59 Years","Te Tai Tonga","25–29 Years",129
"Female","55–59 Years","Te Tai Tonga","25–29 Years",141
"Male","60–64 Years","Te Tai Tonga","25–29 Years",114
"Female","60–64 Years","Te Tai Tonga","25–29 Years",108
"Male","65–69 Years","Te Tai Tonga","25–29 Years",69
"Female","65–69 Years","Te Tai Tonga","25–29 Years",63
"Male","70–74 Years","Te Tai Tonga","25–29 Years",57
"Female","70–74 Years","Te Tai Tonga","25–29 Years",45
"Male","75–79 Years","Te Tai Tonga","25–29 Years",27
"Female","75–79 Years","Te Tai Tonga","25–29 Years",24
"Male","80–84 Years","Te Tai Tonga","25–29 Years",12
"Female","80–84 Years","Te Tai Tonga","25–29 Years",21
"Male","85 Years And Over","Te Tai Tonga","25–29 Years",6
"Female","85 Years And Over","Te Tai Tonga","25–29 Years",12
"Male","0–4 Years","Waiariki","25–29 Years",0
"Female","0–4 Years","Waiariki","25–29 Years",0
"Male","5–9 Years","Waiariki","25–29 Years",0
"Female","5–9 Years","Waiariki","25–29 Years",0
"Male","10–14 Years","Waiariki","25–29 Years",0
"Female","10–14 Years","Waiariki","25–29 Years",0
"Male","15–19 Years","Waiariki","25–29 Years",0
"Female","15–19 Years","Waiariki","25–29 Years",0
"Male","20–24 Years","Waiariki","25–29 Years",0
"Female","20–24 Years","Waiariki","25–29 Years",0
"Male","25–29 Years","Waiariki","25–29 Years",111
"Female","25–29 Years","Waiariki","25–29 Years",87
"Male","30–34 Years","Waiariki","25–29 Years",33
"Female","30–34 Years","Waiariki","25–29 Years",21
"Male","35–39 Years","Waiariki","25–29 Years",12
"Female","35–39 Years","Waiariki","25–29 Years",12
"Male","40–44 Years","Waiariki","25–29 Years",21
"Female","40–44 Years","Waiariki","25–29 Years",18
"Male","45–49 Years","Waiariki","25–29 Years",42
"Female","45–49 Years","Waiariki","25–29 Years",93
"Male","50–54 Years","Waiariki","25–29 Years",123
"Female","50–54 Years","Waiariki","25–29 Years",192
"Male","55–59 Years","Waiariki","25–29 Years",111
"Female","55–59 Years","Waiariki","25–29 Years",153
"Male","60–64 Years","Waiariki","25–29 Years",96
"Female","60–64 Years","Waiariki","25–29 Years",96
"Male","65–69 Years","Waiariki","25–29 Years",48
"Female","65–69 Years","Waiariki","25–29 Years",45
"Male","70–74 Years","Waiariki","25–29 Years",33
"Female","70–74 Years","Waiariki","25–29 Years",45
"Male","75–79 Years","Waiariki","25–29 Years",27
"Female","75–79 Years","Waiariki","25–29 Years",24
"Male","80–84 Years","Waiariki","25–29 Years",6
"Female","80–84 Years","Waiariki","25–29 Years",18
"Male","85 Years And Over","Waiariki","25–29 Years",3
"Female","85 Years And Over","Waiariki","25–29 Years",9
"Male","0–4 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","0–4 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","5–9 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","5–9 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","10–14 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","10–14 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","15–19 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","15–19 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","20–24 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","20–24 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","25–29 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","25–29 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","30–34 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","30–34 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","35–39 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","35–39 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","40–44 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","40–44 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","45–49 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","45–49 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","50–54 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","50–54 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","55–59 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","55–59 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","60–64 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","60–64 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","65–69 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","65–69 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","70–74 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","70–74 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","75–79 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","75–79 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","80–84 Years","Area Outside Māori Electorate","25–29 Years",NA
"Female","80–84 Years","Area Outside Māori Electorate","25–29 Years",NA
"Male","85 Years And Over","Area Outside Māori Electorate","25–29 Years",NA
"Female","85 Years And Over","Area Outside Māori Electorate","25–29 Years",NA
"Male","0–4 Years","Hauraki-Waikato","30 Years or More",0
"Female","0–4 Years","Hauraki-Waikato","30 Years or More",0
"Male","5–9 Years","Hauraki-Waikato","30 Years or More",0
"Female","5–9 Years","Hauraki-Waikato","30 Years or More",0
"Male","10–14 Years","Hauraki-Waikato","30 Years or More",0
"Female","10–14 Years","Hauraki-Waikato","30 Years or More",0
"Male","15–19 Years","Hauraki-Waikato","30 Years or More",0
"Female","15–19 Years","Hauraki-Waikato","30 Years or More",0
"Male","20–24 Years","Hauraki-Waikato","30 Years or More",0
"Female","20–24 Years","Hauraki-Waikato","30 Years or More",0
"Male","25–29 Years","Hauraki-Waikato","30 Years or More",0
"Female","25–29 Years","Hauraki-Waikato","30 Years or More",0
"Male","30–34 Years","Hauraki-Waikato","30 Years or More",30
"Female","30–34 Years","Hauraki-Waikato","30 Years or More",36
"Male","35–39 Years","Hauraki-Waikato","30 Years or More",39
"Female","35–39 Years","Hauraki-Waikato","30 Years or More",42
"Male","40–44 Years","Hauraki-Waikato","30 Years or More",75
"Female","40–44 Years","Hauraki-Waikato","30 Years or More",48
"Male","45–49 Years","Hauraki-Waikato","30 Years or More",57
"Female","45–49 Years","Hauraki-Waikato","30 Years or More",63
"Male","50–54 Years","Hauraki-Waikato","30 Years or More",72
"Female","50–54 Years","Hauraki-Waikato","30 Years or More",81
"Male","55–59 Years","Hauraki-Waikato","30 Years or More",108
"Female","55–59 Years","Hauraki-Waikato","30 Years or More",195
"Male","60–64 Years","Hauraki-Waikato","30 Years or More",186
"Female","60–64 Years","Hauraki-Waikato","30 Years or More",207
"Male","65–69 Years","Hauraki-Waikato","30 Years or More",174
"Female","65–69 Years","Hauraki-Waikato","30 Years or More",207
"Male","70–74 Years","Hauraki-Waikato","30 Years or More",129
"Female","70–74 Years","Hauraki-Waikato","30 Years or More",144
"Male","75–79 Years","Hauraki-Waikato","30 Years or More",81
"Female","75–79 Years","Hauraki-Waikato","30 Years or More",108
"Male","80–84 Years","Hauraki-Waikato","30 Years or More",39
"Female","80–84 Years","Hauraki-Waikato","30 Years or More",63
"Male","85 Years And Over","Hauraki-Waikato","30 Years or More",21
"Female","85 Years And Over","Hauraki-Waikato","30 Years or More",36
"Male","0–4 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Female","0–4 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Male","5–9 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Female","5–9 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Male","10–14 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Female","10–14 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Male","15–19 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Female","15–19 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Male","20–24 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Female","20–24 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Male","25–29 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Female","25–29 Years","Ikaroa-Rāwhiti","30 Years or More",0
"Male","30–34 Years","Ikaroa-Rāwhiti","30 Years or More",69
"Female","30–34 Years","Ikaroa-Rāwhiti","30 Years or More",36
"Male","35–39 Years","Ikaroa-Rāwhiti","30 Years or More",63
"Female","35–39 Years","Ikaroa-Rāwhiti","30 Years or More",45
"Male","40–44 Years","Ikaroa-Rāwhiti","30 Years or More",84
"Female","40–44 Years","Ikaroa-Rāwhiti","30 Years or More",54
"Male","45–49 Years","Ikaroa-Rāwhiti","30 Years or More",87
"Female","45–49 Years","Ikaroa-Rāwhiti","30 Years or More",60
"Male","50–54 Years","Ikaroa-Rāwhiti","30 Years or More",114
"Female","50–54 Years","Ikaroa-Rāwhiti","30 Years or More",156
"Male","55–59 Years","Ikaroa-Rāwhiti","30 Years or More",186
"Female","55–59 Years","Ikaroa-Rāwhiti","30 Years or More",267
"Male","60–64 Years","Ikaroa-Rāwhiti","30 Years or More",243
"Female","60–64 Years","Ikaroa-Rāwhiti","30 Years or More",333
"Male","65–69 Years","Ikaroa-Rāwhiti","30 Years or More",201
"Female","65–69 Years","Ikaroa-Rāwhiti","30 Years or More",294
"Male","70–74 Years","Ikaroa-Rāwhiti","30 Years or More",192
"Female","70–74 Years","Ikaroa-Rāwhiti","30 Years or More",243
"Male","75–79 Years","Ikaroa-Rāwhiti","30 Years or More",135
"Female","75–79 Years","Ikaroa-Rāwhiti","30 Years or More",168
"Male","80–84 Years","Ikaroa-Rāwhiti","30 Years or More",78
"Female","80–84 Years","Ikaroa-Rāwhiti","30 Years or More",96
"Male","85 Years And Over","Ikaroa-Rāwhiti","30 Years or More",27
"Female","85 Years And Over","Ikaroa-Rāwhiti","30 Years or More",57
"Male","0–4 Years","Tāmaki Makaurau","30 Years or More",0
"Female","0–4 Years","Tāmaki Makaurau","30 Years or More",0
"Male","5–9 Years","Tāmaki Makaurau","30 Years or More",0
"Female","5–9 Years","Tāmaki Makaurau","30 Years or More",0
"Male","10–14 Years","Tāmaki Makaurau","30 Years or More",0
"Female","10–14 Years","Tāmaki Makaurau","30 Years or More",0
"Male","15–19 Years","Tāmaki Makaurau","30 Years or More",0
"Female","15–19 Years","Tāmaki Makaurau","30 Years or More",0
"Male","20–24 Years","Tāmaki Makaurau","30 Years or More",0
"Female","20–24 Years","Tāmaki Makaurau","30 Years or More",0
"Male","25–29 Years","Tāmaki Makaurau","30 Years or More",0
"Female","25–29 Years","Tāmaki Makaurau","30 Years or More",0
"Male","30–34 Years","Tāmaki Makaurau","30 Years or More",84
"Female","30–34 Years","Tāmaki Makaurau","30 Years or More",69
"Male","35–39 Years","Tāmaki Makaurau","30 Years or More",108
"Female","35–39 Years","Tāmaki Makaurau","30 Years or More",75
"Male","40–44 Years","Tāmaki Makaurau","30 Years or More",102
"Female","40–44 Years","Tāmaki Makaurau","30 Years or More",87
"Male","45–49 Years","Tāmaki Makaurau","30 Years or More",90
"Female","45–49 Years","Tāmaki Makaurau","30 Years or More",69
"Male","50–54 Years","Tāmaki Makaurau","30 Years or More",90
"Female","50–54 Years","Tāmaki Makaurau","30 Years or More",126
"Male","55–59 Years","Tāmaki Makaurau","30 Years or More",147
"Female","55–59 Years","Tāmaki Makaurau","30 Years or More",222
"Male","60–64 Years","Tāmaki Makaurau","30 Years or More",180
"Female","60–64 Years","Tāmaki Makaurau","30 Years or More",264
"Male","65–69 Years","Tāmaki Makaurau","30 Years or More",186
"Female","65–69 Years","Tāmaki Makaurau","30 Years or More",234
"Male","70–74 Years","Tāmaki Makaurau","30 Years or More",168
"Female","70–74 Years","Tāmaki Makaurau","30 Years or More",183
"Male","75–79 Years","Tāmaki Makaurau","30 Years or More",105
"Female","75–79 Years","Tāmaki Makaurau","30 Years or More",129
"Male","80–84 Years","Tāmaki Makaurau","30 Years or More",36
"Female","80–84 Years","Tāmaki Makaurau","30 Years or More",66
"Male","85 Years And Over","Tāmaki Makaurau","30 Years or More",27
"Female","85 Years And Over","Tāmaki Makaurau","30 Years or More",39
"Male","0–4 Years","Te Tai Hauāuru","30 Years or More",0
"Female","0–4 Years","Te Tai Hauāuru","30 Years or More",0
"Male","5–9 Years","Te Tai Hauāuru","30 Years or More",0
"Female","5–9 Years","Te Tai Hauāuru","30 Years or More",0
"Male","10–14 Years","Te Tai Hauāuru","30 Years or More",0
"Female","10–14 Years","Te Tai Hauāuru","30 Years or More",0
"Male","15–19 Years","Te Tai Hauāuru","30 Years or More",0
"Female","15–19 Years","Te Tai Hauāuru","30 Years or More",0
"Male","20–24 Years","Te Tai Hauāuru","30 Years or More",0
"Female","20–24 Years","Te Tai Hauāuru","30 Years or More",0
"Male","25–29 Years","Te Tai Hauāuru","30 Years or More",0
"Female","25–29 Years","Te Tai Hauāuru","30 Years or More",0
"Male","30–34 Years","Te Tai Hauāuru","30 Years or More",51
"Female","30–34 Years","Te Tai Hauāuru","30 Years or More",30
"Male","35–39 Years","Te Tai Hauāuru","30 Years or More",54
"Female","35–39 Years","Te Tai Hauāuru","30 Years or More",36
"Male","40–44 Years","Te Tai Hauāuru","30 Years or More",60
"Female","40–44 Years","Te Tai Hauāuru","30 Years or More",54
"Male","45–49 Years","Te Tai Hauāuru","30 Years or More",84
"Female","45–49 Years","Te Tai Hauāuru","30 Years or More",54
"Male","50–54 Years","Te Tai Hauāuru","30 Years or More",105
"Female","50–54 Years","Te Tai Hauāuru","30 Years or More",132
"Male","55–59 Years","Te Tai Hauāuru","30 Years or More",180
"Female","55–59 Years","Te Tai Hauāuru","30 Years or More",252
"Male","60–64 Years","Te Tai Hauāuru","30 Years or More",222
"Female","60–64 Years","Te Tai Hauāuru","30 Years or More",315
"Male","65–69 Years","Te Tai Hauāuru","30 Years or More",243
"Female","65–69 Years","Te Tai Hauāuru","30 Years or More",309
"Male","70–74 Years","Te Tai Hauāuru","30 Years or More",225
"Female","70–74 Years","Te Tai Hauāuru","30 Years or More",243
"Male","75–79 Years","Te Tai Hauāuru","30 Years or More",126
"Female","75–79 Years","Te Tai Hauāuru","30 Years or More",147
"Male","80–84 Years","Te Tai Hauāuru","30 Years or More",66
"Female","80–84 Years","Te Tai Hauāuru","30 Years or More",96
"Male","85 Years And Over","Te Tai Hauāuru","30 Years or More",21
"Female","85 Years And Over","Te Tai Hauāuru","30 Years or More",45
"Male","0–4 Years","Te Tai Tokerau","30 Years or More",0
"Female","0–4 Years","Te Tai Tokerau","30 Years or More",0
"Male","5–9 Years","Te Tai Tokerau","30 Years or More",0
"Female","5–9 Years","Te Tai Tokerau","30 Years or More",0
"Male","10–14 Years","Te Tai Tokerau","30 Years or More",0
"Female","10–14 Years","Te Tai Tokerau","30 Years or More",0
"Male","15–19 Years","Te Tai Tokerau","30 Years or More",0
"Female","15–19 Years","Te Tai Tokerau","30 Years or More",0
"Male","20–24 Years","Te Tai Tokerau","30 Years or More",0
"Female","20–24 Years","Te Tai Tokerau","30 Years or More",0
"Male","25–29 Years","Te Tai Tokerau","30 Years or More",0
"Female","25–29 Years","Te Tai Tokerau","30 Years or More",0
"Male","30–34 Years","Te Tai Tokerau","30 Years or More",51
"Female","30–34 Years","Te Tai Tokerau","30 Years or More",39
"Male","35–39 Years","Te Tai Tokerau","30 Years or More",54
"Female","35–39 Years","Te Tai Tokerau","30 Years or More",54
"Male","40–44 Years","Te Tai Tokerau","30 Years or More",96
"Female","40–44 Years","Te Tai Tokerau","30 Years or More",66
"Male","45–49 Years","Te Tai Tokerau","30 Years or More",90
"Female","45–49 Years","Te Tai Tokerau","30 Years or More",63
"Male","50–54 Years","Te Tai Tokerau","30 Years or More",111
"Female","50–54 Years","Te Tai Tokerau","30 Years or More",165
"Male","55–59 Years","Te Tai Tokerau","30 Years or More",189
"Female","55–59 Years","Te Tai Tokerau","30 Years or More",231
"Male","60–64 Years","Te Tai Tokerau","30 Years or More",216
"Female","60–64 Years","Te Tai Tokerau","30 Years or More",291
"Male","65–69 Years","Te Tai Tokerau","30 Years or More",210
"Female","65–69 Years","Te Tai Tokerau","30 Years or More",261
"Male","70–74 Years","Te Tai Tokerau","30 Years or More",186
"Female","70–74 Years","Te Tai Tokerau","30 Years or More",219
"Male","75–79 Years","Te Tai Tokerau","30 Years or More",108
"Female","75–79 Years","Te Tai Tokerau","30 Years or More",162
"Male","80–84 Years","Te Tai Tokerau","30 Years or More",75
"Female","80–84 Years","Te Tai Tokerau","30 Years or More",90
"Male","85 Years And Over","Te Tai Tokerau","30 Years or More",27
"Female","85 Years And Over","Te Tai Tokerau","30 Years or More",60
"Male","0–4 Years","Te Tai Tonga","30 Years or More",0
"Female","0–4 Years","Te Tai Tonga","30 Years or More",0
"Male","5–9 Years","Te Tai Tonga","30 Years or More",0
"Female","5–9 Years","Te Tai Tonga","30 Years or More",0
"Male","10–14 Years","Te Tai Tonga","30 Years or More",0
"Female","10–14 Years","Te Tai Tonga","30 Years or More",0
"Male","15–19 Years","Te Tai Tonga","30 Years or More",0
"Female","15–19 Years","Te Tai Tonga","30 Years or More",0
"Male","20–24 Years","Te Tai Tonga","30 Years or More",0
"Female","20–24 Years","Te Tai Tonga","30 Years or More",0
"Male","25–29 Years","Te Tai Tonga","30 Years or More",0
"Female","25–29 Years","Te Tai Tonga","30 Years or More",0
"Male","30–34 Years","Te Tai Tonga","30 Years or More",45
"Female","30–34 Years","Te Tai Tonga","30 Years or More",27
"Male","35–39 Years","Te Tai Tonga","30 Years or More",36
"Female","35–39 Years","Te Tai Tonga","30 Years or More",27
"Male","40–44 Years","Te Tai Tonga","30 Years or More",45
"Female","40–44 Years","Te Tai Tonga","30 Years or More",27
"Male","45–49 Years","Te Tai Tonga","30 Years or More",51
"Female","45–49 Years","Te Tai Tonga","30 Years or More",30
"Male","50–54 Years","Te Tai Tonga","30 Years or More",84
"Female","50–54 Years","Te Tai Tonga","30 Years or More",102
"Male","55–59 Years","Te Tai Tonga","30 Years or More",177
"Female","55–59 Years","Te Tai Tonga","30 Years or More",210
"Male","60–64 Years","Te Tai Tonga","30 Years or More",243
"Female","60–64 Years","Te Tai Tonga","30 Years or More",249
"Male","65–69 Years","Te Tai Tonga","30 Years or More",222
"Female","65–69 Years","Te Tai Tonga","30 Years or More",228
"Male","70–74 Years","Te Tai Tonga","30 Years or More",180
"Female","70–74 Years","Te Tai Tonga","30 Years or More",195
"Male","75–79 Years","Te Tai Tonga","30 Years or More",111
"Female","75–79 Years","Te Tai Tonga","30 Years or More",111
"Male","80–84 Years","Te Tai Tonga","30 Years or More",57
"Female","80–84 Years","Te Tai Tonga","30 Years or More",72
"Male","85 Years And Over","Te Tai Tonga","30 Years or More",39
"Female","85 Years And Over","Te Tai Tonga","30 Years or More",48
"Male","0–4 Years","Waiariki","30 Years or More",0
"Female","0–4 Years","Waiariki","30 Years or More",0
"Male","5–9 Years","Waiariki","30 Years or More",0
"Female","5–9 Years","Waiariki","30 Years or More",0
"Male","10–14 Years","Waiariki","30 Years or More",0
"Female","10–14 Years","Waiariki","30 Years or More",0
"Male","15–19 Years","Waiariki","30 Years or More",0
"Female","15–19 Years","Waiariki","30 Years or More",0
"Male","20–24 Years","Waiariki","30 Years or More",0
"Female","20–24 Years","Waiariki","30 Years or More",0
"Male","25–29 Years","Waiariki","30 Years or More",0
"Female","25–29 Years","Waiariki","30 Years or More",0
"Male","30–34 Years","Waiariki","30 Years or More",60
"Female","30–34 Years","Waiariki","30 Years or More",45
"Male","35–39 Years","Waiariki","30 Years or More",84
"Female","35–39 Years","Waiariki","30 Years or More",57
"Male","40–44 Years","Waiariki","30 Years or More",90
"Female","40–44 Years","Waiariki","30 Years or More",66
"Male","45–49 Years","Waiariki","30 Years or More",108
"Female","45–49 Years","Waiariki","30 Years or More",84
"Male","50–54 Years","Waiariki","30 Years or More",135
"Female","50–54 Years","Waiariki","30 Years or More",138
"Male","55–59 Years","Waiariki","30 Years or More",183
"Female","55–59 Years","Waiariki","30 Years or More",237
"Male","60–64 Years","Waiariki","30 Years or More",228
"Female","60–64 Years","Waiariki","30 Years or More",300
"Male","65–69 Years","Waiariki","30 Years or More",213
"Female","65–69 Years","Waiariki","30 Years or More",240
"Male","70–74 Years","Waiariki","30 Years or More",192
"Female","70–74 Years","Waiariki","30 Years or More",207
"Male","75–79 Years","Waiariki","30 Years or More",132
"Female","75–79 Years","Waiariki","30 Years or More",159
"Male","80–84 Years","Waiariki","30 Years or More",72
"Female","80–84 Years","Waiariki","30 Years or More",102
"Male","85 Years And Over","Waiariki","30 Years or More",27
"Female","85 Years And Over","Waiariki","30 Years or More",54
"Male","0–4 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","0–4 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","5–9 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","5–9 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","10–14 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","10–14 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","15–19 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","15–19 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","20–24 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","20–24 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","25–29 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","25–29 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","30–34 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","30–34 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","35–39 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","35–39 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","40–44 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","40–44 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","45–49 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","45–49 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","50–54 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","50–54 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","55–59 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","55–59 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","60–64 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","60–64 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","65–69 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","65–69 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","70–74 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","70–74 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","75–79 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","75–79 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","80–84 Years","Area Outside Māori Electorate","30 Years or More",NA
"Female","80–84 Years","Area Outside Māori Electorate","30 Years or More",NA
"Male","85 Years And Over","Area Outside Māori Electorate","30 Years or More",NA
"Female","85 Years And Over","Area Outside Māori Electorate","30 Years or More",NA
"Male","0–4 Years","Hauraki-Waikato","Not elsewhere included(2)",168
"Female","0–4 Years","Hauraki-Waikato","Not elsewhere included(2)",147
"Male","5–9 Years","Hauraki-Waikato","Not elsewhere included(2)",93
"Female","5–9 Years","Hauraki-Waikato","Not elsewhere included(2)",93
"Male","10–14 Years","Hauraki-Waikato","Not elsewhere included(2)",96
"Female","10–14 Years","Hauraki-Waikato","Not elsewhere included(2)",93
"Male","15–19 Years","Hauraki-Waikato","Not elsewhere included(2)",78
"Female","15–19 Years","Hauraki-Waikato","Not elsewhere included(2)",96
"Male","20–24 Years","Hauraki-Waikato","Not elsewhere included(2)",84
"Female","20–24 Years","Hauraki-Waikato","Not elsewhere included(2)",69
"Male","25–29 Years","Hauraki-Waikato","Not elsewhere included(2)",51
"Female","25–29 Years","Hauraki-Waikato","Not elsewhere included(2)",36
"Male","30–34 Years","Hauraki-Waikato","Not elsewhere included(2)",45
"Female","30–34 Years","Hauraki-Waikato","Not elsewhere included(2)",36
"Male","35–39 Years","Hauraki-Waikato","Not elsewhere included(2)",51
"Female","35–39 Years","Hauraki-Waikato","Not elsewhere included(2)",39
"Male","40–44 Years","Hauraki-Waikato","Not elsewhere included(2)",57
"Female","40–44 Years","Hauraki-Waikato","Not elsewhere included(2)",42
