"level0","level1","level2","level3","Work and labour force status(1)","count"
"Male","60–64 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",72
"Female","60–64 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",60
"Male","65–69 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",48
"Female","65–69 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",57
"Male","70–74 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",42
"Female","70–74 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",39
"Male","75–79 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Female","75–79 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",27
"Male","80–84 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Female","80–84 Years","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",21
"Male","85 Years And Over","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Female","85 Years And Over","Hutt South","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Male","15–19 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",150
"Female","15–19 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",174
"Male","20–24 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",198
"Female","20–24 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",207
"Male","25–29 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",189
"Female","25–29 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",171
"Male","30–34 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",153
"Female","30–34 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",177
"Male","35–39 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",138
"Female","35–39 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",141
"Male","40–44 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",156
"Female","40–44 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",150
"Male","45–49 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",114
"Female","45–49 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",141
"Male","50–54 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",132
"Female","50–54 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",138
"Male","55–59 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",102
"Female","55–59 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",99
"Male","60–64 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",66
"Female","60–64 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",69
"Male","65–69 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",69
"Female","65–69 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",60
"Male","70–74 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",45
"Female","70–74 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",51
"Male","75–79 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Female","75–79 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",30
"Male","80–84 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Female","80–84 Years","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Male","85 Years And Over","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",6
"Female","85 Years And Over","Kelston","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Male","15–19 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",123
"Female","15–19 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",141
"Male","20–24 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",153
"Female","20–24 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",150
"Male","25–29 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",105
"Female","25–29 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",117
"Male","30–34 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",123
"Female","30–34 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",120
"Male","35–39 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",102
"Female","35–39 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",117
"Male","40–44 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",138
"Female","40–44 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",132
"Male","45–49 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",126
"Female","45–49 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",120
"Male","50–54 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",117
"Female","50–54 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",108
"Male","55–59 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",117
"Female","55–59 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",87
"Male","60–64 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",69
"Female","60–64 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",93
"Male","65–69 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",51
"Female","65–69 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",60
"Male","70–74 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",45
"Female","70–74 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",42
"Male","75–79 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Female","75–79 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Male","80–84 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Female","80–84 Years","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",21
"Male","85 Years And Over","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",9
"Female","85 Years And Over","Mana","North Island general electorates","Work and Labour Force Status Unidentifiable",3
"Male","15–19 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",243
"Female","15–19 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",240
"Male","20–24 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",243
"Female","20–24 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",198
"Male","25–29 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",225
"Female","25–29 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",222
"Male","30–34 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",198
"Female","30–34 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",192
"Male","35–39 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",174
"Female","35–39 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",165
"Male","40–44 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",198
"Female","40–44 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",201
"Male","45–49 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",162
"Female","45–49 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",162
"Male","50–54 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",144
"Female","50–54 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",153
"Male","55–59 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",126
"Female","55–59 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",123
"Male","60–64 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",99
"Female","60–64 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",114
"Male","65–69 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",69
"Female","65–69 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",78
"Male","70–74 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",54
"Female","70–74 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",54
"Male","75–79 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",48
"Female","75–79 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",33
"Male","80–84 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Female","80–84 Years","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Male","85 Years And Over","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Female","85 Years And Over","Mangere","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Male","15–19 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",216
"Female","15–19 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",198
"Male","20–24 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",219
"Female","20–24 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",204
"Male","25–29 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",162
"Female","25–29 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",180
"Male","30–34 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",165
"Female","30–34 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",156
"Male","35–39 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",147
"Female","35–39 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",171
"Male","40–44 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",159
"Female","40–44 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",144
"Male","45–49 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",147
"Female","45–49 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",135
"Male","50–54 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",126
"Female","50–54 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",156
"Male","55–59 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",93
"Female","55–59 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Male","60–64 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",90
"Female","60–64 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Male","65–69 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",57
"Female","65–69 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",66
"Male","70–74 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",54
"Female","70–74 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",54
"Male","75–79 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",30
"Female","75–79 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",39
"Male","80–84 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Female","80–84 Years","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",27
"Male","85 Years And Over","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Female","85 Years And Over","Manukau East","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Male","15–19 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",240
"Female","15–19 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",264
"Male","20–24 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",306
"Female","20–24 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",300
"Male","25–29 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",273
"Female","25–29 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",228
"Male","30–34 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",186
"Female","30–34 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",216
"Male","35–39 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",195
"Female","35–39 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",174
"Male","40–44 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",225
"Female","40–44 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",204
"Male","45–49 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",168
"Female","45–49 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",201
"Male","50–54 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",201
"Female","50–54 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",204
"Male","55–59 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",126
"Female","55–59 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",141
"Male","60–64 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Female","60–64 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",126
"Male","65–69 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",84
"Female","65–69 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",87
"Male","70–74 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",60
"Female","70–74 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",54
"Male","75–79 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Female","75–79 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Male","80–84 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Female","80–84 Years","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",21
"Male","85 Years And Over","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Female","85 Years And Over","Manurewa","North Island general electorates","Work and Labour Force Status Unidentifiable",9
"Male","15–19 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",129
"Female","15–19 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",162
"Male","20–24 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",237
"Female","20–24 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",222
"Male","25–29 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",240
"Female","25–29 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",216
"Male","30–34 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",213
"Female","30–34 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",183
"Male","35–39 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",177
"Female","35–39 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",156
"Male","40–44 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",153
"Female","40–44 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",141
"Male","45–49 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",141
"Female","45–49 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",141
"Male","50–54 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",144
"Female","50–54 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",147
"Male","55–59 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",111
"Female","55–59 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",120
"Male","60–64 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",99
"Female","60–64 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",105
"Male","65–69 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",57
"Female","65–69 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",72
"Male","70–74 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",54
"Female","70–74 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",48
"Male","75–79 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",33
"Female","75–79 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Male","80–84 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",21
"Female","80–84 Years","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",6
"Male","85 Years And Over","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Female","85 Years And Over","Maungakiekie","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Male","15–19 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",72
"Female","15–19 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",66
"Male","20–24 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",168
"Female","20–24 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",180
"Male","25–29 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",207
"Female","25–29 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",219
"Male","30–34 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",186
"Female","30–34 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",174
"Male","35–39 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",135
"Female","35–39 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",123
"Male","40–44 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",105
"Female","40–44 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",105
"Male","45–49 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",84
"Female","45–49 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",90
"Male","50–54 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",84
"Female","50–54 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",78
"Male","55–59 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",69
"Female","55–59 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",81
"Male","60–64 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",54
"Female","60–64 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",63
"Male","65–69 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",36
"Female","65–69 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",42
"Male","70–74 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",21
"Female","70–74 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",21
"Male","75–79 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",3
"Female","75–79 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",15
"Male","80–84 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",9
"Female","80–84 Years","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",6
"Male","85 Years And Over","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",9
"Female","85 Years And Over","Mt Albert","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Male","15–19 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",87
"Female","15–19 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Male","20–24 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",138
"Female","20–24 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",156
"Male","25–29 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",126
"Female","25–29 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",129
"Male","30–34 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",114
"Female","30–34 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",120
"Male","35–39 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",102
"Female","35–39 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",90
"Male","40–44 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",84
"Female","40–44 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",81
"Male","45–49 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",75
"Female","45–49 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",105
"Male","50–54 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",90
"Female","50–54 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",75
"Male","55–59 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",66
"Female","55–59 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",78
"Male","60–64 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",60
"Female","60–64 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",42
"Male","65–69 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",39
"Female","65–69 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",45
"Male","70–74 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",33
"Female","70–74 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",39
"Male","75–79 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Female","75–79 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Male","80–84 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",9
"Female","80–84 Years","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",9
"Male","85 Years And Over","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Female","85 Years And Over","Mt Roskill","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Male","15–19 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Female","15–19 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",129
"Male","20–24 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",105
"Female","20–24 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",144
"Male","25–29 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",90
"Female","25–29 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",99
"Male","30–34 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",87
"Female","30–34 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",102
"Male","35–39 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",108
"Female","35–39 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",105
"Male","40–44 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",111
"Female","40–44 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",117
"Male","45–49 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",108
"Female","45–49 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",108
"Male","50–54 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",114
"Female","50–54 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",120
"Male","55–59 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",90
"Female","55–59 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",105
"Male","60–64 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",72
"Female","60–64 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",108
"Male","65–69 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",66
"Female","65–69 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",63
"Male","70–74 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",48
"Female","70–74 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",51
"Male","75–79 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",30
"Female","75–79 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",27
"Male","80–84 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Female","80–84 Years","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",21
"Male","85 Years And Over","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",12
"Female","85 Years And Over","Napier","North Island general electorates","Work and Labour Force Status Unidentifiable",9
"Male","15–19 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",102
"Female","15–19 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",84
"Male","20–24 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",129
"Female","20–24 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",147
"Male","25–29 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",147
"Female","25–29 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",141
"Male","30–34 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",147
"Female","30–34 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",120
"Male","35–39 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",111
"Female","35–39 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",99
"Male","40–44 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",129
"Female","40–44 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",123
"Male","45–49 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Female","45–49 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",108
"Male","50–54 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",96
"Female","50–54 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",99
"Male","55–59 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",72
"Female","55–59 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",78
"Male","60–64 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",66
"Female","60–64 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",78
"Male","65–69 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",51
"Female","65–69 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",54
"Male","70–74 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",42
"Female","70–74 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",48
"Male","75–79 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",24
"Female","75–79 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",36
"Male","80–84 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",18
"Female","80–84 Years","New Lynn","North Island general electorates","Work and Labour Force Status Unidentifiable",21
