"level0","level1","level2","Total personal income(1)","count"
"Female","65–69 Years","Hauraki-Waikato","$70,001– $100,000",33
"Male","70–74 Years","Hauraki-Waikato","$70,001– $100,000",12
"Female","70–74 Years","Hauraki-Waikato","$70,001– $100,000",3
"Male","75–79 Years","Hauraki-Waikato","$70,001– $100,000",3
"Female","75–79 Years","Hauraki-Waikato","$70,001– $100,000",3
"Male","80–84 Years","Hauraki-Waikato","$70,001– $100,000",0
"Female","80–84 Years","Hauraki-Waikato","$70,001– $100,000",3
"Male","85 Years And Over","Hauraki-Waikato","$70,001– $100,000",0
"Female","85 Years And Over","Hauraki-Waikato","$70,001– $100,000",0
"Male","15–19 Years","Ikaroa-Rāwhiti","$70,001– $100,000",0
"Female","15–19 Years","Ikaroa-Rāwhiti","$70,001– $100,000",0
"Male","20–24 Years","Ikaroa-Rāwhiti","$70,001– $100,000",15
"Female","20–24 Years","Ikaroa-Rāwhiti","$70,001– $100,000",3
"Male","25–29 Years","Ikaroa-Rāwhiti","$70,001– $100,000",54
"Female","25–29 Years","Ikaroa-Rāwhiti","$70,001– $100,000",21
"Male","30–34 Years","Ikaroa-Rāwhiti","$70,001– $100,000",132
"Female","30–34 Years","Ikaroa-Rāwhiti","$70,001– $100,000",81
"Male","35–39 Years","Ikaroa-Rāwhiti","$70,001– $100,000",201
"Female","35–39 Years","Ikaroa-Rāwhiti","$70,001– $100,000",135
"Male","40–44 Years","Ikaroa-Rāwhiti","$70,001– $100,000",210
"Female","40–44 Years","Ikaroa-Rāwhiti","$70,001– $100,000",165
"Male","45–49 Years","Ikaroa-Rāwhiti","$70,001– $100,000",204
"Female","45–49 Years","Ikaroa-Rāwhiti","$70,001– $100,000",135
"Male","50–54 Years","Ikaroa-Rāwhiti","$70,001– $100,000",201
"Female","50–54 Years","Ikaroa-Rāwhiti","$70,001– $100,000",141
"Male","55–59 Years","Ikaroa-Rāwhiti","$70,001– $100,000",129
"Female","55–59 Years","Ikaroa-Rāwhiti","$70,001– $100,000",99
"Male","60–64 Years","Ikaroa-Rāwhiti","$70,001– $100,000",66
"Female","60–64 Years","Ikaroa-Rāwhiti","$70,001– $100,000",54
"Male","65–69 Years","Ikaroa-Rāwhiti","$70,001– $100,000",48
"Female","65–69 Years","Ikaroa-Rāwhiti","$70,001– $100,000",27
"Male","70–74 Years","Ikaroa-Rāwhiti","$70,001– $100,000",9
"Female","70–74 Years","Ikaroa-Rāwhiti","$70,001– $100,000",9
"Male","75–79 Years","Ikaroa-Rāwhiti","$70,001– $100,000",0
"Female","75–79 Years","Ikaroa-Rāwhiti","$70,001– $100,000",6
"Male","80–84 Years","Ikaroa-Rāwhiti","$70,001– $100,000",3
"Female","80–84 Years","Ikaroa-Rāwhiti","$70,001– $100,000",0
"Male","85 Years And Over","Ikaroa-Rāwhiti","$70,001– $100,000",3
"Female","85 Years And Over","Ikaroa-Rāwhiti","$70,001– $100,000",0
"Male","15–19 Years","Tāmaki Makaurau","$70,001– $100,000",0
"Female","15–19 Years","Tāmaki Makaurau","$70,001– $100,000",0
"Male","20–24 Years","Tāmaki Makaurau","$70,001– $100,000",27
"Female","20–24 Years","Tāmaki Makaurau","$70,001– $100,000",6
"Male","25–29 Years","Tāmaki Makaurau","$70,001– $100,000",159
"Female","25–29 Years","Tāmaki Makaurau","$70,001– $100,000",123
"Male","30–34 Years","Tāmaki Makaurau","$70,001– $100,000",261
"Female","30–34 Years","Tāmaki Makaurau","$70,001– $100,000",234
"Male","35–39 Years","Tāmaki Makaurau","$70,001– $100,000",345
"Female","35–39 Years","Tāmaki Makaurau","$70,001– $100,000",279
"Male","40–44 Years","Tāmaki Makaurau","$70,001– $100,000",339
"Female","40–44 Years","Tāmaki Makaurau","$70,001– $100,000",333
"Male","45–49 Years","Tāmaki Makaurau","$70,001– $100,000",318
"Female","45–49 Years","Tāmaki Makaurau","$70,001– $100,000",237
"Male","50–54 Years","Tāmaki Makaurau","$70,001– $100,000",231
"Female","50–54 Years","Tāmaki Makaurau","$70,001– $100,000",204
"Male","55–59 Years","Tāmaki Makaurau","$70,001– $100,000",174
"Female","55–59 Years","Tāmaki Makaurau","$70,001– $100,000",135
"Male","60–64 Years","Tāmaki Makaurau","$70,001– $100,000",108
"Female","60–64 Years","Tāmaki Makaurau","$70,001– $100,000",81
"Male","65–69 Years","Tāmaki Makaurau","$70,001– $100,000",51
"Female","65–69 Years","Tāmaki Makaurau","$70,001– $100,000",30
"Male","70–74 Years","Tāmaki Makaurau","$70,001– $100,000",18
"Female","70–74 Years","Tāmaki Makaurau","$70,001– $100,000",6
"Male","75–79 Years","Tāmaki Makaurau","$70,001– $100,000",3
"Female","75–79 Years","Tāmaki Makaurau","$70,001– $100,000",3
"Male","80–84 Years","Tāmaki Makaurau","$70,001– $100,000",3
"Female","80–84 Years","Tāmaki Makaurau","$70,001– $100,000",3
"Male","85 Years And Over","Tāmaki Makaurau","$70,001– $100,000",0
"Female","85 Years And Over","Tāmaki Makaurau","$70,001– $100,000",0
"Male","15–19 Years","Te Tai Hauāuru","$70,001– $100,000",0
"Female","15–19 Years","Te Tai Hauāuru","$70,001– $100,000",0
"Male","20–24 Years","Te Tai Hauāuru","$70,001– $100,000",30
"Female","20–24 Years","Te Tai Hauāuru","$70,001– $100,000",6
"Male","25–29 Years","Te Tai Hauāuru","$70,001– $100,000",96
"Female","25–29 Years","Te Tai Hauāuru","$70,001– $100,000",42
"Male","30–34 Years","Te Tai Hauāuru","$70,001– $100,000",195
"Female","30–34 Years","Te Tai Hauāuru","$70,001– $100,000",105
"Male","35–39 Years","Te Tai Hauāuru","$70,001– $100,000",273
"Female","35–39 Years","Te Tai Hauāuru","$70,001– $100,000",159
"Male","40–44 Years","Te Tai Hauāuru","$70,001– $100,000",369
"Female","40–44 Years","Te Tai Hauāuru","$70,001– $100,000",207
"Male","45–49 Years","Te Tai Hauāuru","$70,001– $100,000",324
"Female","45–49 Years","Te Tai Hauāuru","$70,001– $100,000",159
"Male","50–54 Years","Te Tai Hauāuru","$70,001– $100,000",264
"Female","50–54 Years","Te Tai Hauāuru","$70,001– $100,000",183
"Male","55–59 Years","Te Tai Hauāuru","$70,001– $100,000",171
"Female","55–59 Years","Te Tai Hauāuru","$70,001– $100,000",99
"Male","60–64 Years","Te Tai Hauāuru","$70,001– $100,000",108
"Female","60–64 Years","Te Tai Hauāuru","$70,001– $100,000",57
"Male","65–69 Years","Te Tai Hauāuru","$70,001– $100,000",39
"Female","65–69 Years","Te Tai Hauāuru","$70,001– $100,000",21
"Male","70–74 Years","Te Tai Hauāuru","$70,001– $100,000",12
"Female","70–74 Years","Te Tai Hauāuru","$70,001– $100,000",12
"Male","75–79 Years","Te Tai Hauāuru","$70,001– $100,000",6
"Female","75–79 Years","Te Tai Hauāuru","$70,001– $100,000",0
"Male","80–84 Years","Te Tai Hauāuru","$70,001– $100,000",0
"Female","80–84 Years","Te Tai Hauāuru","$70,001– $100,000",3
"Male","85 Years And Over","Te Tai Hauāuru","$70,001– $100,000",0
"Female","85 Years And Over","Te Tai Hauāuru","$70,001– $100,000",0
"Male","15–19 Years","Te Tai Tokerau","$70,001– $100,000",9
"Female","15–19 Years","Te Tai Tokerau","$70,001– $100,000",3
"Male","20–24 Years","Te Tai Tokerau","$70,001– $100,000",24
"Female","20–24 Years","Te Tai Tokerau","$70,001– $100,000",6
"Male","25–29 Years","Te Tai Tokerau","$70,001– $100,000",114
"Female","25–29 Years","Te Tai Tokerau","$70,001– $100,000",48
"Male","30–34 Years","Te Tai Tokerau","$70,001– $100,000",234
"Female","30–34 Years","Te Tai Tokerau","$70,001– $100,000",141
"Male","35–39 Years","Te Tai Tokerau","$70,001– $100,000",348
"Female","35–39 Years","Te Tai Tokerau","$70,001– $100,000",219
"Male","40–44 Years","Te Tai Tokerau","$70,001– $100,000",384
"Female","40–44 Years","Te Tai Tokerau","$70,001– $100,000",243
"Male","45–49 Years","Te Tai Tokerau","$70,001– $100,000",306
"Female","45–49 Years","Te Tai Tokerau","$70,001– $100,000",195
"Male","50–54 Years","Te Tai Tokerau","$70,001– $100,000",291
"Female","50–54 Years","Te Tai Tokerau","$70,001– $100,000",228
"Male","55–59 Years","Te Tai Tokerau","$70,001– $100,000",171
"Female","55–59 Years","Te Tai Tokerau","$70,001– $100,000",126
"Male","60–64 Years","Te Tai Tokerau","$70,001– $100,000",138
"Female","60–64 Years","Te Tai Tokerau","$70,001– $100,000",84
"Male","65–69 Years","Te Tai Tokerau","$70,001– $100,000",72
"Female","65–69 Years","Te Tai Tokerau","$70,001– $100,000",27
"Male","70–74 Years","Te Tai Tokerau","$70,001– $100,000",15
"Female","70–74 Years","Te Tai Tokerau","$70,001– $100,000",15
"Male","75–79 Years","Te Tai Tokerau","$70,001– $100,000",9
"Female","75–79 Years","Te Tai Tokerau","$70,001– $100,000",3
"Male","80–84 Years","Te Tai Tokerau","$70,001– $100,000",3
"Female","80–84 Years","Te Tai Tokerau","$70,001– $100,000",3
"Male","85 Years And Over","Te Tai Tokerau","$70,001– $100,000",0
"Female","85 Years And Over","Te Tai Tokerau","$70,001– $100,000",3
"Male","15–19 Years","Te Tai Tonga","$70,001– $100,000",3
"Female","15–19 Years","Te Tai Tonga","$70,001– $100,000",0
"Male","20–24 Years","Te Tai Tonga","$70,001– $100,000",78
"Female","20–24 Years","Te Tai Tonga","$70,001– $100,000",12
"Male","25–29 Years","Te Tai Tonga","$70,001– $100,000",219
"Female","25–29 Years","Te Tai Tonga","$70,001– $100,000",99
"Male","30–34 Years","Te Tai Tonga","$70,001– $100,000",450
"Female","30–34 Years","Te Tai Tonga","$70,001– $100,000",219
"Male","35–39 Years","Te Tai Tonga","$70,001– $100,000",528
"Female","35–39 Years","Te Tai Tonga","$70,001– $100,000",342
"Male","40–44 Years","Te Tai Tonga","$70,001– $100,000",567
"Female","40–44 Years","Te Tai Tonga","$70,001– $100,000",318
"Male","45–49 Years","Te Tai Tonga","$70,001– $100,000",495
"Female","45–49 Years","Te Tai Tonga","$70,001– $100,000",279
"Male","50–54 Years","Te Tai Tonga","$70,001– $100,000",402
"Female","50–54 Years","Te Tai Tonga","$70,001– $100,000",255
"Male","55–59 Years","Te Tai Tonga","$70,001– $100,000",246
"Female","55–59 Years","Te Tai Tonga","$70,001– $100,000",132
"Male","60–64 Years","Te Tai Tonga","$70,001– $100,000",180
"Female","60–64 Years","Te Tai Tonga","$70,001– $100,000",84
"Male","65–69 Years","Te Tai Tonga","$70,001– $100,000",63
"Female","65–69 Years","Te Tai Tonga","$70,001– $100,000",51
"Male","70–74 Years","Te Tai Tonga","$70,001– $100,000",18
"Female","70–74 Years","Te Tai Tonga","$70,001– $100,000",15
"Male","75–79 Years","Te Tai Tonga","$70,001– $100,000",6
"Female","75–79 Years","Te Tai Tonga","$70,001– $100,000",3
"Male","80–84 Years","Te Tai Tonga","$70,001– $100,000",0
"Female","80–84 Years","Te Tai Tonga","$70,001– $100,000",0
"Male","85 Years And Over","Te Tai Tonga","$70,001– $100,000",3
"Female","85 Years And Over","Te Tai Tonga","$70,001– $100,000",3
"Male","15–19 Years","Waiariki","$70,001– $100,000",3
"Female","15–19 Years","Waiariki","$70,001– $100,000",0
"Male","20–24 Years","Waiariki","$70,001– $100,000",18
"Female","20–24 Years","Waiariki","$70,001– $100,000",3
"Male","25–29 Years","Waiariki","$70,001– $100,000",81
"Female","25–29 Years","Waiariki","$70,001– $100,000",27
"Male","30–34 Years","Waiariki","$70,001– $100,000",141
"Female","30–34 Years","Waiariki","$70,001– $100,000",63
"Male","35–39 Years","Waiariki","$70,001– $100,000",231
"Female","35–39 Years","Waiariki","$70,001– $100,000",120
"Male","40–44 Years","Waiariki","$70,001– $100,000",228
"Female","40–44 Years","Waiariki","$70,001– $100,000",144
"Male","45–49 Years","Waiariki","$70,001– $100,000",240
"Female","45–49 Years","Waiariki","$70,001– $100,000",162
"Male","50–54 Years","Waiariki","$70,001– $100,000",264
"Female","50–54 Years","Waiariki","$70,001– $100,000",147
"Male","55–59 Years","Waiariki","$70,001– $100,000",186
"Female","55–59 Years","Waiariki","$70,001– $100,000",111
"Male","60–64 Years","Waiariki","$70,001– $100,000",120
"Female","60–64 Years","Waiariki","$70,001– $100,000",66
"Male","65–69 Years","Waiariki","$70,001– $100,000",54
"Female","65–69 Years","Waiariki","$70,001– $100,000",33
"Male","70–74 Years","Waiariki","$70,001– $100,000",18
"Female","70–74 Years","Waiariki","$70,001– $100,000",9
"Male","75–79 Years","Waiariki","$70,001– $100,000",9
"Female","75–79 Years","Waiariki","$70,001– $100,000",0
"Male","80–84 Years","Waiariki","$70,001– $100,000",0
"Female","80–84 Years","Waiariki","$70,001– $100,000",0
"Male","85 Years And Over","Waiariki","$70,001– $100,000",0
"Female","85 Years And Over","Waiariki","$70,001– $100,000",0
"Male","15–19 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","15–19 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","20–24 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","20–24 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","25–29 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","25–29 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","30–34 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","30–34 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","35–39 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","35–39 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","40–44 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","40–44 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","45–49 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","45–49 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","50–54 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","50–54 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","55–59 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","55–59 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","60–64 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","60–64 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","65–69 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","65–69 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","70–74 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","70–74 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","75–79 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","75–79 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","80–84 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","80–84 Years","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","85 Years And Over","Area Outside Māori Electorate","$70,001– $100,000",NA
"Female","85 Years And Over","Area Outside Māori Electorate","$70,001– $100,000",NA
"Male","15–19 Years","Hauraki-Waikato","$100,001– $150,000",3
"Female","15–19 Years","Hauraki-Waikato","$100,001– $150,000",0
"Male","20–24 Years","Hauraki-Waikato","$100,001– $150,000",6
"Female","20–24 Years","Hauraki-Waikato","$100,001– $150,000",3
"Male","25–29 Years","Hauraki-Waikato","$100,001– $150,000",21
"Female","25–29 Years","Hauraki-Waikato","$100,001– $150,000",6
"Male","30–34 Years","Hauraki-Waikato","$100,001– $150,000",75
"Female","30–34 Years","Hauraki-Waikato","$100,001– $150,000",24
"Male","35–39 Years","Hauraki-Waikato","$100,001– $150,000",132
"Female","35–39 Years","Hauraki-Waikato","$100,001– $150,000",54
"Male","40–44 Years","Hauraki-Waikato","$100,001– $150,000",150
"Female","40–44 Years","Hauraki-Waikato","$100,001– $150,000",75
"Male","45–49 Years","Hauraki-Waikato","$100,001– $150,000",120
"Female","45–49 Years","Hauraki-Waikato","$100,001– $150,000",51
"Male","50–54 Years","Hauraki-Waikato","$100,001– $150,000",123
"Female","50–54 Years","Hauraki-Waikato","$100,001– $150,000",57
"Male","55–59 Years","Hauraki-Waikato","$100,001– $150,000",84
"Female","55–59 Years","Hauraki-Waikato","$100,001– $150,000",45
"Male","60–64 Years","Hauraki-Waikato","$100,001– $150,000",57
"Female","60–64 Years","Hauraki-Waikato","$100,001– $150,000",21
"Male","65–69 Years","Hauraki-Waikato","$100,001– $150,000",12
"Female","65–69 Years","Hauraki-Waikato","$100,001– $150,000",9
"Male","70–74 Years","Hauraki-Waikato","$100,001– $150,000",3
"Female","70–74 Years","Hauraki-Waikato","$100,001– $150,000",3
"Male","75–79 Years","Hauraki-Waikato","$100,001– $150,000",3
"Female","75–79 Years","Hauraki-Waikato","$100,001– $150,000",0
"Male","80–84 Years","Hauraki-Waikato","$100,001– $150,000",0
"Female","80–84 Years","Hauraki-Waikato","$100,001– $150,000",0
"Male","85 Years And Over","Hauraki-Waikato","$100,001– $150,000",0
"Female","85 Years And Over","Hauraki-Waikato","$100,001– $150,000",0
"Male","15–19 Years","Ikaroa-Rāwhiti","$100,001– $150,000",0
"Female","15–19 Years","Ikaroa-Rāwhiti","$100,001– $150,000",0
"Male","20–24 Years","Ikaroa-Rāwhiti","$100,001– $150,000",3
"Female","20–24 Years","Ikaroa-Rāwhiti","$100,001– $150,000",0
"Male","25–29 Years","Ikaroa-Rāwhiti","$100,001– $150,000",12
"Female","25–29 Years","Ikaroa-Rāwhiti","$100,001– $150,000",0
"Male","30–34 Years","Ikaroa-Rāwhiti","$100,001– $150,000",27
"Female","30–34 Years","Ikaroa-Rāwhiti","$100,001– $150,000",9
"Male","35–39 Years","Ikaroa-Rāwhiti","$100,001– $150,000",45
"Female","35–39 Years","Ikaroa-Rāwhiti","$100,001– $150,000",27
"Male","40–44 Years","Ikaroa-Rāwhiti","$100,001– $150,000",63
"Female","40–44 Years","Ikaroa-Rāwhiti","$100,001– $150,000",45
"Male","45–49 Years","Ikaroa-Rāwhiti","$100,001– $150,000",72
"Female","45–49 Years","Ikaroa-Rāwhiti","$100,001– $150,000",39
"Male","50–54 Years","Ikaroa-Rāwhiti","$100,001– $150,000",69
"Female","50–54 Years","Ikaroa-Rāwhiti","$100,001– $150,000",39
"Male","55–59 Years","Ikaroa-Rāwhiti","$100,001– $150,000",48
"Female","55–59 Years","Ikaroa-Rāwhiti","$100,001– $150,000",21
"Male","60–64 Years","Ikaroa-Rāwhiti","$100,001– $150,000",33
"Female","60–64 Years","Ikaroa-Rāwhiti","$100,001– $150,000",9
"Male","65–69 Years","Ikaroa-Rāwhiti","$100,001– $150,000",15
"Female","65–69 Years","Ikaroa-Rāwhiti","$100,001– $150,000",3
"Male","70–74 Years","Ikaroa-Rāwhiti","$100,001– $150,000",3
"Female","70–74 Years","Ikaroa-Rāwhiti","$100,001– $150,000",0
"Male","75–79 Years","Ikaroa-Rāwhiti","$100,001– $150,000",3
"Female","75–79 Years","Ikaroa-Rāwhiti","$100,001– $150,000",0
"Male","80–84 Years","Ikaroa-Rāwhiti","$100,001– $150,000",3
"Female","80–84 Years","Ikaroa-Rāwhiti","$100,001– $150,000",0
"Male","85 Years And Over","Ikaroa-Rāwhiti","$100,001– $150,000",0
"Female","85 Years And Over","Ikaroa-Rāwhiti","$100,001– $150,000",0
"Male","15–19 Years","Tāmaki Makaurau","$100,001– $150,000",0
"Female","15–19 Years","Tāmaki Makaurau","$100,001– $150,000",3
"Male","20–24 Years","Tāmaki Makaurau","$100,001– $150,000",6
"Female","20–24 Years","Tāmaki Makaurau","$100,001– $150,000",0
"Male","25–29 Years","Tāmaki Makaurau","$100,001– $150,000",42
"Female","25–29 Years","Tāmaki Makaurau","$100,001– $150,000",15
"Male","30–34 Years","Tāmaki Makaurau","$100,001– $150,000",132
"Female","30–34 Years","Tāmaki Makaurau","$100,001– $150,000",69
"Male","35–39 Years","Tāmaki Makaurau","$100,001– $150,000",171
"Female","35–39 Years","Tāmaki Makaurau","$100,001– $150,000",120
"Male","40–44 Years","Tāmaki Makaurau","$100,001– $150,000",222
"Female","40–44 Years","Tāmaki Makaurau","$100,001– $150,000",120
"Male","45–49 Years","Tāmaki Makaurau","$100,001– $150,000",162
"Female","45–49 Years","Tāmaki Makaurau","$100,001– $150,000",102
"Male","50–54 Years","Tāmaki Makaurau","$100,001– $150,000",147
"Female","50–54 Years","Tāmaki Makaurau","$100,001– $150,000",93
"Male","55–59 Years","Tāmaki Makaurau","$100,001– $150,000",78
"Female","55–59 Years","Tāmaki Makaurau","$100,001– $150,000",57
"Male","60–64 Years","Tāmaki Makaurau","$100,001– $150,000",60
"Female","60–64 Years","Tāmaki Makaurau","$100,001– $150,000",30
"Male","65–69 Years","Tāmaki Makaurau","$100,001– $150,000",24
"Female","65–69 Years","Tāmaki Makaurau","$100,001– $150,000",18
"Male","70–74 Years","Tāmaki Makaurau","$100,001– $150,000",9
"Female","70–74 Years","Tāmaki Makaurau","$100,001– $150,000",3
"Male","75–79 Years","Tāmaki Makaurau","$100,001– $150,000",3
"Female","75–79 Years","Tāmaki Makaurau","$100,001– $150,000",0
"Male","80–84 Years","Tāmaki Makaurau","$100,001– $150,000",0
"Female","80–84 Years","Tāmaki Makaurau","$100,001– $150,000",3
"Male","85 Years And Over","Tāmaki Makaurau","$100,001– $150,000",0
"Female","85 Years And Over","Tāmaki Makaurau","$100,001– $150,000",0
"Male","15–19 Years","Te Tai Hauāuru","$100,001– $150,000",0
"Female","15–19 Years","Te Tai Hauāuru","$100,001– $150,000",0
"Male","20–24 Years","Te Tai Hauāuru","$100,001– $150,000",0
"Female","20–24 Years","Te Tai Hauāuru","$100,001– $150,000",3
"Male","25–29 Years","Te Tai Hauāuru","$100,001– $150,000",33
"Female","25–29 Years","Te Tai Hauāuru","$100,001– $150,000",6
"Male","30–34 Years","Te Tai Hauāuru","$100,001– $150,000",57
"Female","30–34 Years","Te Tai Hauāuru","$100,001– $150,000",30
"Male","35–39 Years","Te Tai Hauāuru","$100,001– $150,000",108
"Female","35–39 Years","Te Tai Hauāuru","$100,001– $150,000",45
"Male","40–44 Years","Te Tai Hauāuru","$100,001– $150,000",99
"Female","40–44 Years","Te Tai Hauāuru","$100,001– $150,000",57
"Male","45–49 Years","Te Tai Hauāuru","$100,001– $150,000",117
"Female","45–49 Years","Te Tai Hauāuru","$100,001– $150,000",51
"Male","50–54 Years","Te Tai Hauāuru","$100,001– $150,000",120
"Female","50–54 Years","Te Tai Hauāuru","$100,001– $150,000",60
"Male","55–59 Years","Te Tai Hauāuru","$100,001– $150,000",78
"Female","55–59 Years","Te Tai Hauāuru","$100,001– $150,000",27
"Male","60–64 Years","Te Tai Hauāuru","$100,001– $150,000",54
"Female","60–64 Years","Te Tai Hauāuru","$100,001– $150,000",18
"Male","65–69 Years","Te Tai Hauāuru","$100,001– $150,000",12
"Female","65–69 Years","Te Tai Hauāuru","$100,001– $150,000",6
"Male","70–74 Years","Te Tai Hauāuru","$100,001– $150,000",3
"Female","70–74 Years","Te Tai Hauāuru","$100,001– $150,000",3
"Male","75–79 Years","Te Tai Hauāuru","$100,001– $150,000",0
"Female","75–79 Years","Te Tai Hauāuru","$100,001– $150,000",0
"Male","80–84 Years","Te Tai Hauāuru","$100,001– $150,000",0
"Female","80–84 Years","Te Tai Hauāuru","$100,001– $150,000",3
"Male","85 Years And Over","Te Tai Hauāuru","$100,001– $150,000",0
"Female","85 Years And Over","Te Tai Hauāuru","$100,001– $150,000",0
"Male","15–19 Years","Te Tai Tokerau","$100,001– $150,000",9
"Female","15–19 Years","Te Tai Tokerau","$100,001– $150,000",9
"Male","20–24 Years","Te Tai Tokerau","$100,001– $150,000",3
"Female","20–24 Years","Te Tai Tokerau","$100,001– $150,000",6
"Male","25–29 Years","Te Tai Tokerau","$100,001– $150,000",30
"Female","25–29 Years","Te Tai Tokerau","$100,001– $150,000",12
"Male","30–34 Years","Te Tai Tokerau","$100,001– $150,000",72
"Female","30–34 Years","Te Tai Tokerau","$100,001– $150,000",30
"Male","35–39 Years","Te Tai Tokerau","$100,001– $150,000",144
"Female","35–39 Years","Te Tai Tokerau","$100,001– $150,000",72
"Male","40–44 Years","Te Tai Tokerau","$100,001– $150,000",189
"Female","40–44 Years","Te Tai Tokerau","$100,001– $150,000",75
"Male","45–49 Years","Te Tai Tokerau","$100,001– $150,000",144
"Female","45–49 Years","Te Tai Tokerau","$100,001– $150,000",69
"Male","50–54 Years","Te Tai Tokerau","$100,001– $150,000",135
"Female","50–54 Years","Te Tai Tokerau","$100,001– $150,000",60
"Male","55–59 Years","Te Tai Tokerau","$100,001– $150,000",96
"Female","55–59 Years","Te Tai Tokerau","$100,001– $150,000",36
"Male","60–64 Years","Te Tai Tokerau","$100,001– $150,000",63
"Female","60–64 Years","Te Tai Tokerau","$100,001– $150,000",27
"Male","65–69 Years","Te Tai Tokerau","$100,001– $150,000",21
"Female","65–69 Years","Te Tai Tokerau","$100,001– $150,000",12
"Male","70–74 Years","Te Tai Tokerau","$100,001– $150,000",12
"Female","70–74 Years","Te Tai Tokerau","$100,001– $150,000",3
"Male","75–79 Years","Te Tai Tokerau","$100,001– $150,000",3
"Female","75–79 Years","Te Tai Tokerau","$100,001– $150,000",3
"Male","80–84 Years","Te Tai Tokerau","$100,001– $150,000",0
"Female","80–84 Years","Te Tai Tokerau","$100,001– $150,000",3
"Male","85 Years And Over","Te Tai Tokerau","$100,001– $150,000",0
"Female","85 Years And Over","Te Tai Tokerau","$100,001– $150,000",0
"Male","15–19 Years","Te Tai Tonga","$100,001– $150,000",0
"Female","15–19 Years","Te Tai Tonga","$100,001– $150,000",3
"Male","20–24 Years","Te Tai Tonga","$100,001– $150,000",15
"Female","20–24 Years","Te Tai Tonga","$100,001– $150,000",0
"Male","25–29 Years","Te Tai Tonga","$100,001– $150,000",45
"Female","25–29 Years","Te Tai Tonga","$100,001– $150,000",18
"Male","30–34 Years","Te Tai Tonga","$100,001– $150,000",129
"Female","30–34 Years","Te Tai Tonga","$100,001– $150,000",51
"Male","35–39 Years","Te Tai Tonga","$100,001– $150,000",204
"Female","35–39 Years","Te Tai Tonga","$100,001– $150,000",114
"Male","40–44 Years","Te Tai Tonga","$100,001– $150,000",282
"Female","40–44 Years","Te Tai Tonga","$100,001– $150,000",117
"Male","45–49 Years","Te Tai Tonga","$100,001– $150,000",219
"Female","45–49 Years","Te Tai Tonga","$100,001– $150,000",108
"Male","50–54 Years","Te Tai Tonga","$100,001– $150,000",198
"Female","50–54 Years","Te Tai Tonga","$100,001– $150,000",81
"Male","55–59 Years","Te Tai Tonga","$100,001– $150,000",111
"Female","55–59 Years","Te Tai Tonga","$100,001– $150,000",60
"Male","60–64 Years","Te Tai Tonga","$100,001– $150,000",81
"Female","60–64 Years","Te Tai Tonga","$100,001– $150,000",42
"Male","65–69 Years","Te Tai Tonga","$100,001– $150,000",33
"Female","65–69 Years","Te Tai Tonga","$100,001– $150,000",9
"Male","70–74 Years","Te Tai Tonga","$100,001– $150,000",6
"Female","70–74 Years","Te Tai Tonga","$100,001– $150,000",6
"Male","75–79 Years","Te Tai Tonga","$100,001– $150,000",6
"Female","75–79 Years","Te Tai Tonga","$100,001– $150,000",0
"Male","80–84 Years","Te Tai Tonga","$100,001– $150,000",0
"Female","80–84 Years","Te Tai Tonga","$100,001– $150,000",0
"Male","85 Years And Over","Te Tai Tonga","$100,001– $150,000",3
"Female","85 Years And Over","Te Tai Tonga","$100,001– $150,000",0
"Male","15–19 Years","Waiariki","$100,001– $150,000",0
"Female","15–19 Years","Waiariki","$100,001– $150,000",0
"Male","20–24 Years","Waiariki","$100,001– $150,000",6
"Female","20–24 Years","Waiariki","$100,001– $150,000",0
